Год,Муниципалитет,Пол,Возрастная группа,Причина смерти,Стандартный вес группы,Число умерших,Численность населения
2022,Район 2,Женщины,50-54,Другие болезни системы кровообращения,7,0,102
2022,Район 2,Женщины,50-54,Острые респираторные заболевания,7,0,102
2022,Район 2,Женщины,55-59,Болезни сердца,"6,5",0,80
2022,Район 2,Женщины,55-59,Другие болезни органов дыхания,"6,5",0,80
2022,Район 2,Женщины,55-59,Другие болезни системы кровообращения,"6,5",0,80
2022,Район 2,Женщины,55-59,Острые респираторные заболевания,"6,5",0,80
2022,Район 2,Женщины,60-64,Болезни сердца,6,0,78
2022,Район 2,Женщины,60-64,Другие болезни органов дыхания,6,0,78
2022,Район 2,Женщины,60-64,Другие болезни системы кровообращения,6,0,78
2022,Район 2,Женщины,60-64,Острые респираторные заболевания,6,0,78
2022,Район 2,Женщины,65-69,Болезни сердца,"5,5",2,72
2022,Район 2,Женщины,65-69,Другие болезни органов дыхания,"5,5",0,72
2022,Район 2,Женщины,65-69,Другие болезни системы кровообращения,"5,5",0,72
2022,Район 2,Женщины,65-69,Острые респираторные заболевания,"5,5",0,72
2022,Район 2,Женщины,70-74,Болезни сердца,5,1,46
2022,Район 2,Женщины,70-74,Другие болезни органов дыхания,5,0,46
2022,Район 2,Женщины,70-74,Другие болезни системы кровообращения,5,0,46
2022,Район 2,Женщины,70-74,Острые респираторные заболевания,5,0,46
2022,Район 2,Женщины,75-79,Болезни сердца,4,0,46
2022,Район 2,Женщины,75-79,Другие болезни органов дыхания,4,0,46
2022,Район 2,Женщины,75-79,Другие болезни системы кровообращения,4,0,46
2022,Район 2,Женщины,75-79,Острые респираторные заболевания,4,0,46
2022,Район 2,Женщины,80-84,Болезни сердца,"2,5",0,7
2022,Район 2,Женщины,80-84,Другие болезни органов дыхания,"2,5",0,7
2022,Район 2,Женщины,80-84,Другие болезни системы кровообращения,"2,5",0,7
2022,Район 2,Женщины,80-84,Острые респираторные заболевания,"2,5",0,7
2022,Район 2,Женщины,85+,Болезни сердца,"2,5",2,11
2022,Район 2,Женщины,85+,Другие болезни органов дыхания,"2,5",0,11
2022,Район 2,Женщины,85+,Другие болезни системы кровообращения,"2,5",0,11
2022,Район 2,Женщины,85+,Острые респираторные заболевания,"2,5",0,11
2022,Район 2,Женщины,до 1,Болезни сердца,1,0,26
2022,Район 2,Женщины,до 1,Другие болезни органов дыхания,1,0,26
2022,Район 2,Женщины,до 1,Другие болезни системы кровообращения,1,0,26
2022,Район 2,Женщины,до 1,Острые респираторные заболевания,1,0,26
2022,Район 2,Мужчины,1-4,Болезни сердца,4,0,105
2022,Район 2,Мужчины,1-4,Другие болезни органов дыхания,4,0,105
2022,Район 2,Мужчины,1-4,Другие болезни системы кровообращения,4,0,105
2022,Район 2,Мужчины,1-4,Острые респираторные заболевания,4,0,105
2022,Район 2,Мужчины,10-14,Болезни сердца,"5,5",0,91
2022,Район 2,Мужчины,10-14,Другие болезни органов дыхания,"5,5",0,91
2022,Район 2,Мужчины,10-14,Другие болезни системы кровообращения,"5,5",0,91
2022,Район 2,Мужчины,10-14,Острые респираторные заболевания,"5,5",0,91
2022,Район 2,Мужчины,15-19,Болезни сердца,"5,5",0,87
2022,Район 2,Мужчины,15-19,Другие болезни органов дыхания,"5,5",0,87
2022,Район 2,Мужчины,15-19,Другие болезни системы кровообращения,"5,5",0,87
2022,Район 2,Мужчины,15-19,Острые респираторные заболевания,"5,5",0,87
2022,Район 2,Мужчины,20-24,Болезни сердца,6,0,83
2022,Район 2,Мужчины,20-24,Другие болезни органов дыхания,6,0,83
2022,Район 2,Мужчины,20-24,Другие болезни системы кровообращения,6,0,83
2022,Район 2,Мужчины,20-24,Острые респираторные заболевания,6,0,83
2022,Район 2,Мужчины,25-29,Болезни сердца,6,0,105
2022,Район 2,Мужчины,25-29,Другие болезни органов дыхания,6,0,105
2022,Район 2,Мужчины,25-29,Другие болезни системы кровообращения,6,0,105
2022,Район 2,Мужчины,25-29,Острые респираторные заболевания,6,0,105
2022,Район 2,Мужчины,30-34,Болезни сердца,"6,5",1,100
2022,Район 2,Мужчины,30-34,Другие болезни органов дыхания,"6,5",0,100
2022,Район 2,Мужчины,30-34,Другие болезни системы кровообращения,"6,5",0,100
2022,Район 2,Мужчины,30-34,Острые респираторные заболевания,"6,5",1,100
2022,Район 2,Мужчины,35-39,Болезни сердца,7,0,77
2022,Район 2,Мужчины,35-39,Другие болезни органов дыхания,7,0,77
2022,Район 2,Мужчины,35-39,Другие болезни системы кровообращения,7,0,77
2022,Район 2,Мужчины,35-39,Острые респираторные заболевания,7,0,77
2022,Район 2,Мужчины,40-44,Болезни сердца,7,0,102
2022,Район 2,Мужчины,40-44,Другие болезни органов дыхания,7,0,102
2022,Район 2,Мужчины,40-44,Другие болезни системы кровообращения,7,0,102
2022,Район 2,Мужчины,40-44,Острые респираторные заболевания,7,0,102
2022,Район 2,Мужчины,45-49,Болезни сердца,7,0,79
2022,Район 2,Мужчины,45-49,Другие болезни органов дыхания,7,0,79
2022,Район 2,Мужчины,45-49,Другие болезни системы кровообращения,7,0,79
2022,Район 2,Мужчины,45-49,Острые респираторные заболевания,7,0,79
2022,Район 2,Мужчины,5-9,Болезни сердца,"5,5",0,220
2022,Район 2,Мужчины,5-9,Другие болезни органов дыхания,"5,5",0,220
2022,Район 2,Мужчины,5-9,Другие болезни системы кровообращения,"5,5",0,220
2022,Район 2,Мужчины,5-9,Острые респираторные заболевания,"5,5",0,220
2022,Район 2,Мужчины,50-54,Болезни сердца,7,3,80
2022,Район 2,Мужчины,50-54,Другие болезни органов дыхания,7,0,80
2022,Район 2,Мужчины,50-54,Другие болезни системы кровообращения,7,0,80
2022,Район 2,Мужчины,50-54,Острые респираторные заболевания,7,1,80
2022,Район 2,Мужчины,55-59,Болезни сердца,"6,5",1,73
2022,Район 2,Мужчины,55-59,Другие болезни органов дыхания,"6,5",0,73
2022,Район 2,Мужчины,55-59,Другие болезни системы кровообращения,"6,5",0,73
2022,Район 2,Мужчины,55-59,Острые респираторные заболевания,"6,5",0,73
2022,Район 2,Мужчины,60-64,Болезни сердца,6,1,56
2022,Район 2,Мужчины,60-64,Другие болезни органов дыхания,6,0,56
2022,Район 2,Мужчины,60-64,Другие болезни системы кровообращения,6,0,56
2022,Район 2,Мужчины,60-64,Острые респираторные заболевания,6,0,56
2022,Район 2,Мужчины,65-69,Болезни сердца,"5,5",1,60
2022,Район 2,Мужчины,65-69,Другие болезни органов дыхания,"5,5",0,60
2022,Район 2,Мужчины,65-69,Другие болезни системы кровообращения,"5,5",0,60
2022,Район 2,Мужчины,65-69,Острые респираторные заболевания,"5,5",0,60
2022,Район 2,Мужчины,70-74,Болезни сердца,5,0,27
2022,Район 2,Мужчины,70-74,Другие болезни органов дыхания,5,0,27
2022,Район 2,Мужчины,70-74,Другие болезни системы кровообращения,5,0,27
2022,Район 2,Мужчины,70-74,Острые респираторные заболевания,5,0,27
2022,Район 2,Мужчины,75-79,Болезни сердца,4,2,27
2022,Район 2,Мужчины,75-79,Другие болезни органов дыхания,4,0,27
2022,Район 2,Мужчины,75-79,Другие болезни системы кровообращения,4,0,27
2022,Район 2,Мужчины,75-79,Острые респираторные заболевания,4,0,27
2022,Район 2,Мужчины,80-84,Болезни сердца,"2,5",1,12
2022,Район 2,Мужчины,80-84,Другие болезни органов дыхания,"2,5",0,12
2022,Район 2,Мужчины,80-84,Другие болезни системы кровообращения,"2,5",0,12
2022,Район 2,Мужчины,80-84,Острые респираторные заболевания,"2,5",0,12
2022,Район 2,Мужчины,85+,Болезни сердца,"2,5",0,25
2022,Район 2,Мужчины,85+,Другие болезни органов дыхания,"2,5",0,25
2022,Район 2,Мужчины,85+,Другие болезни системы кровообращения,"2,5",0,25
2022,Район 2,Мужчины,85+,Острые респираторные заболевания,"2,5",0,25
2022,Район 2,Мужчины,до 1,Болезни сердца,1,0,22
2022,Район 2,Мужчины,до 1,Другие болезни органов дыхания,1,0,22
2022,Район 2,Мужчины,до 1,Другие болезни системы кровообращения,1,0,22
2022,Район 2,Мужчины,до 1,Острые респираторные заболевания,1,0,22
2022,Район 3,Женщины,1-4,Болезни сердца,4,0,713
2022,Район 3,Женщины,1-4,Другие болезни органов дыхания,4,0,713
2022,Район 3,Женщины,1-4,Другие болезни системы кровообращения,4,0,713
2022,Район 3,Женщины,1-4,Острые респираторные заболевания,4,0,713
2022,Район 3,Женщины,10-14,Болезни сердца,"5,5",0,975
2022,Район 3,Женщины,10-14,Другие болезни органов дыхания,"5,5",0,975
2022,Район 3,Женщины,10-14,Другие болезни системы кровообращения,"5,5",0,975
2022,Район 3,Женщины,10-14,Острые респираторные заболевания,"5,5",0,975
2022,Район 3,Женщины,15-19,Болезни сердца,"5,5",0,783
2022,Район 3,Женщины,15-19,Другие болезни органов дыхания,"5,5",0,783
2022,Район 3,Женщины,15-19,Другие болезни системы кровообращения,"5,5",0,783
2022,Район 3,Женщины,15-19,Острые респираторные заболевания,"5,5",0,783
2022,Район 3,Женщины,20-24,Болезни сердца,6,0,609
2022,Район 3,Женщины,20-24,Другие болезни органов дыхания,6,0,609
2022,Район 3,Женщины,20-24,Другие болезни системы кровообращения,6,0,609
2022,Район 3,Женщины,20-24,Острые респираторные заболевания,6,0,609
2022,Район 3,Женщины,25-29,Болезни сердца,6,0,712
2022,Район 3,Женщины,25-29,Другие болезни органов дыхания,6,0,712
2022,Район 3,Женщины,25-29,Другие болезни системы кровообращения,6,0,712
2022,Район 3,Женщины,25-29,Острые респираторные заболевания,6,0,712
2022,Район 3,Женщины,30-34,Болезни сердца,"6,5",0,1058
2022,Район 3,Женщины,30-34,Другие болезни органов дыхания,"6,5",0,1058
2022,Район 3,Женщины,30-34,Другие болезни системы кровообращения,"6,5",0,1058
2022,Район 3,Женщины,30-34,Острые респираторные заболевания,"6,5",0,1058
2022,Район 3,Женщины,35-39,Болезни сердца,7,0,1255
2022,Район 3,Женщины,35-39,Другие болезни органов дыхания,7,0,1255
2022,Район 3,Женщины,35-39,Другие болезни системы кровообращения,7,0,1255
2022,Район 3,Женщины,35-39,Острые респираторные заболевания,7,0,1255
2022,Район 3,Женщины,40-44,Болезни сердца,7,0,1147
2022,Район 3,Женщины,40-44,Другие болезни органов дыхания,7,0,1147
2022,Район 3,Женщины,40-44,Другие болезни системы кровообращения,7,0,1147
2022,Район 3,Женщины,40-44,Острые респираторные заболевания,7,0,1147
2022,Район 3,Женщины,45-49,Болезни сердца,7,0,895
2022,Район 3,Женщины,45-49,Другие болезни органов дыхания,7,0,895
2022,Район 3,Женщины,45-49,Другие болезни системы кровообращения,7,0,895
2022,Район 3,Женщины,45-49,Острые респираторные заболевания,7,0,895
2022,Район 3,Женщины,5-9,Болезни сердца,"5,5",0,2142
2022,Район 3,Женщины,5-9,Другие болезни органов дыхания,"5,5",0,2142
2022,Район 3,Женщины,5-9,Другие болезни системы кровообращения,"5,5",0,2142
2022,Район 3,Женщины,5-9,Острые респираторные заболевания,"5,5",0,2142
2022,Район 3,Женщины,50-54,Болезни сердца,7,1,705
2022,Район 3,Женщины,50-54,Другие болезни органов дыхания,7,0,705
2022,Район 3,Женщины,50-54,Другие болезни системы кровообращения,7,0,705
2022,Район 3,Женщины,50-54,Острые респираторные заболевания,7,0,705
2022,Район 3,Женщины,55-59,Болезни сердца,"6,5",0,844
2022,Район 3,Женщины,55-59,Другие болезни органов дыхания,"6,5",0,844
2022,Район 3,Женщины,55-59,Другие болезни системы кровообращения,"6,5",0,844
2022,Район 3,Женщины,55-59,Острые респираторные заболевания,"6,5",0,844
2022,Район 3,Женщины,60-64,Болезни сердца,6,0,906
2022,Район 3,Женщины,60-64,Другие болезни органов дыхания,6,1,906
2022,Район 3,Женщины,60-64,Другие болезни системы кровообращения,6,0,906
2022,Район 3,Женщины,60-64,Острые респираторные заболевания,6,1,906
2022,Район 3,Женщины,65-69,Болезни сердца,"5,5",1,693
2022,Район 3,Женщины,65-69,Другие болезни органов дыхания,"5,5",1,693
2022,Район 3,Женщины,65-69,Другие болезни системы кровообращения,"5,5",0,693
2022,Район 3,Женщины,65-69,Острые респираторные заболевания,"5,5",0,693
2022,Район 3,Женщины,70-74,Болезни сердца,5,4,422
2022,Район 3,Женщины,70-74,Другие болезни органов дыхания,5,0,422
2022,Район 3,Женщины,70-74,Другие болезни системы кровообращения,5,0,422
2022,Район 3,Женщины,70-74,Острые респираторные заболевания,5,1,422
2022,Район 3,Женщины,75-79,Болезни сердца,4,1,422
2022,Район 3,Женщины,75-79,Другие болезни органов дыхания,4,1,422
2022,Район 3,Женщины,75-79,Другие болезни системы кровообращения,4,0,422
2022,Район 3,Женщины,75-79,Острые респираторные заболевания,4,0,422
2022,Район 3,Женщины,80-84,Болезни сердца,"2,5",2,234
2022,Район 3,Женщины,80-84,Другие болезни органов дыхания,"2,5",2,234
2022,Район 3,Женщины,80-84,Другие болезни системы кровообращения,"2,5",1,234
2022,Район 3,Женщины,80-84,Острые респираторные заболевания,"2,5",2,234
2022,Район 3,Женщины,85+,Болезни сердца,"2,5",8,148
2022,Район 3,Женщины,85+,Другие болезни органов дыхания,"2,5",0,148
2022,Район 3,Женщины,85+,Другие болезни системы кровообращения,"2,5",0,148
2022,Район 3,Женщины,85+,Острые респираторные заболевания,"2,5",2,148
2022,Район 3,Женщины,до 1,Болезни сердца,1,0,155
2022,Район 3,Женщины,до 1,Другие болезни органов дыхания,1,0,155
2022,Район 3,Женщины,до 1,Другие болезни системы кровообращения,1,0,155
2022,Район 3,Женщины,до 1,Острые респираторные заболевания,1,0,155
2022,Район 3,Мужчины,1-4,Болезни сердца,4,0,763
2022,Район 3,Мужчины,1-4,Другие болезни органов дыхания,4,0,763
2022,Район 3,Мужчины,1-4,Другие болезни системы кровообращения,4,0,763
2022,Район 3,Мужчины,1-4,Острые респираторные заболевания,4,0,763
2022,Район 3,Мужчины,10-14,Болезни сердца,"5,5",0,1013
2022,Район 3,Мужчины,10-14,Другие болезни органов дыхания,"5,5",0,1013
2022,Район 3,Мужчины,10-14,Другие болезни системы кровообращения,"5,5",0,1013
2022,Район 3,Мужчины,10-14,Острые респираторные заболевания,"5,5",0,1013
2022,Район 3,Мужчины,15-19,Болезни сердца,"5,5",0,820
2022,Район 3,Мужчины,15-19,Другие болезни органов дыхания,"5,5",0,820
2022,Район 3,Мужчины,15-19,Другие болезни системы кровообращения,"5,5",0,820
2022,Район 3,Мужчины,15-19,Острые респираторные заболевания,"5,5",0,820
2022,Район 3,Мужчины,20-24,Болезни сердца,6,0,720
2022,Район 3,Мужчины,20-24,Другие болезни органов дыхания,6,0,720
2022,Район 3,Мужчины,20-24,Другие болезни системы кровообращения,6,0,720
2022,Район 3,Мужчины,20-24,Острые респираторные заболевания,6,0,720
2022,Район 3,Мужчины,25-29,Болезни сердца,6,0,729
2022,Район 3,Мужчины,25-29,Другие болезни органов дыхания,6,0,729
2022,Район 3,Мужчины,25-29,Другие болезни системы кровообращения,6,0,729
2022,Район 3,Мужчины,25-29,Острые респираторные заболевания,6,1,729
2022,Район 3,Мужчины,30-34,Болезни сердца,"6,5",0,933
2022,Район 3,Мужчины,30-34,Другие болезни органов дыхания,"6,5",0,933
2022,Район 3,Мужчины,30-34,Другие болезни системы кровообращения,"6,5",0,933
2022,Район 3,Мужчины,30-34,Острые респираторные заболевания,"6,5",0,933
2022,Район 3,Мужчины,35-39,Болезни сердца,7,1,1296
2022,Район 3,Мужчины,35-39,Другие болезни органов дыхания,7,0,1296
2022,Район 3,Мужчины,35-39,Другие болезни системы кровообращения,7,0,1296
2022,Район 3,Мужчины,35-39,Острые респираторные заболевания,7,0,1296
2022,Район 3,Мужчины,40-44,Болезни сердца,7,0,1130
2022,Район 3,Мужчины,40-44,Другие болезни органов дыхания,7,0,1130
2022,Район 3,Мужчины,40-44,Другие болезни системы кровообращения,7,0,1130
2022,Район 3,Мужчины,40-44,Острые респираторные заболевания,7,0,1130
2022,Район 3,Мужчины,45-49,Болезни сердца,7,2,902
2022,Район 3,Мужчины,45-49,Другие болезни органов дыхания,7,0,902
2022,Район 3,Мужчины,45-49,Другие болезни системы кровообращения,7,0,902
2022,Район 3,Мужчины,45-49,Острые респираторные заболевания,7,0,902
2022,Район 3,Мужчины,5-9,Болезни сердца,"5,5",0,2186
2022,Район 3,Мужчины,5-9,Другие болезни органов дыхания,"5,5",0,2186
2022,Район 3,Мужчины,5-9,Другие болезни системы кровообращения,"5,5",0,2186
2022,Район 3,Мужчины,5-9,Острые респираторные заболевания,"5,5",0,2186
2022,Район 3,Мужчины,50-54,Болезни сердца,7,3,631
2022,Район 3,Мужчины,50-54,Другие болезни органов дыхания,7,0,631
2022,Район 3,Мужчины,50-54,Другие болезни системы кровообращения,7,0,631
2022,Район 3,Мужчины,50-54,Острые респираторные заболевания,7,1,631
2022,Район 3,Мужчины,55-59,Болезни сердца,"6,5",3,610
2022,Район 3,Мужчины,55-59,Другие болезни органов дыхания,"6,5",0,610
2022,Район 3,Мужчины,55-59,Другие болезни системы кровообращения,"6,5",0,610
2022,Район 3,Мужчины,55-59,Острые респираторные заболевания,"6,5",1,610
2022,Район 3,Мужчины,60-64,Болезни сердца,6,2,620
2022,Район 3,Мужчины,60-64,Другие болезни органов дыхания,6,1,620
2022,Район 3,Мужчины,60-64,Другие болезни системы кровообращения,6,0,620
2022,Район 3,Мужчины,60-64,Острые респираторные заболевания,6,2,620
2022,Район 3,Мужчины,65-69,Болезни сердца,"5,5",3,448
2022,Район 3,Мужчины,65-69,Другие болезни органов дыхания,"5,5",0,448
2022,Район 3,Мужчины,65-69,Другие болезни системы кровообращения,"5,5",1,448
2022,Район 3,Мужчины,65-69,Острые респираторные заболевания,"5,5",1,448
2022,Район 3,Мужчины,70-74,Болезни сердца,5,1,194
2022,Район 3,Мужчины,70-74,Другие болезни органов дыхания,5,0,194
2022,Район 3,Мужчины,70-74,Другие болезни системы кровообращения,5,0,194
2022,Район 3,Мужчины,70-74,Острые респираторные заболевания,5,1,194
2022,Район 3,Мужчины,75-79,Болезни сердца,4,0,194
2022,Район 3,Мужчины,75-79,Другие болезни органов дыхания,4,0,194
2022,Район 3,Мужчины,75-79,Другие болезни системы кровообращения,4,1,194
2022,Район 3,Мужчины,75-79,Острые респираторные заболевания,4,2,194
2022,Район 3,Мужчины,80-84,Болезни сердца,"2,5",2,68
2022,Район 3,Мужчины,80-84,Другие болезни органов дыхания,"2,5",0,68
2022,Район 3,Мужчины,80-84,Другие болезни системы кровообращения,"2,5",0,68
2022,Район 3,Мужчины,80-84,Острые респираторные заболевания,"2,5",1,68
2022,Район 3,Мужчины,85+,Болезни сердца,"2,5",1,25
2022,Район 3,Мужчины,85+,Другие болезни органов дыхания,"2,5",0,25
2022,Район 3,Мужчины,85+,Другие болезни системы кровообращения,"2,5",0,25
2022,Район 3,Мужчины,85+,Острые респираторные заболевания,"2,5",1,25
2022,Район 3,Мужчины,до 1,Болезни сердца,1,0,161
2022,Район 3,Мужчины,до 1,Другие болезни органов дыхания,1,0,161
2022,Район 3,Мужчины,до 1,Другие болезни системы кровообращения,1,0,161
2022,Район 3,Мужчины,до 1,Острые респираторные заболевания,1,0,161
2023,Район 1,Женщины,1-4,Болезни сердца,4,0,93
2023,Район 1,Женщины,1-4,Другие болезни органов дыхания,4,0,93
2023,Район 1,Женщины,1-4,Другие болезни системы кровообращения,4,0,93
2023,Район 1,Женщины,1-4,Острые респираторные заболевания,4,0,93
2023,Район 1,Женщины,10-14,Болезни сердца,"5,5",0,161
2023,Район 1,Женщины,10-14,Другие болезни органов дыхания,"5,5",0,161
2023,Район 1,Женщины,10-14,Другие болезни системы кровообращения,"5,5",0,161
2023,Район 1,Женщины,10-14,Острые респираторные заболевания,"5,5",0,161
2023,Район 1,Женщины,15-19,Болезни сердца,"5,5",0,111
2023,Район 1,Женщины,15-19,Другие болезни органов дыхания,"5,5",0,111
2023,Район 1,Женщины,15-19,Другие болезни системы кровообращения,"5,5",0,111
2023,Район 1,Женщины,15-19,Острые респираторные заболевания,"5,5",0,111
2023,Район 1,Женщины,20-24,Болезни сердца,6,0,122
2023,Район 1,Женщины,20-24,Другие болезни органов дыхания,6,0,122
2023,Район 1,Женщины,20-24,Другие болезни системы кровообращения,6,0,122
2023,Район 1,Женщины,20-24,Острые респираторные заболевания,6,0,122
2023,Район 1,Женщины,25-29,Болезни сердца,6,0,109
2023,Район 1,Женщины,25-29,Другие болезни органов дыхания,6,0,109
2023,Район 1,Женщины,25-29,Другие болезни системы кровообращения,6,0,109
2023,Район 1,Женщины,25-29,Острые респираторные заболевания,6,0,109
2023,Район 1,Женщины,30-34,Болезни сердца,"6,5",0,118
2023,Район 1,Женщины,30-34,Другие болезни органов дыхания,"6,5",0,118
2023,Район 1,Женщины,30-34,Другие болезни системы кровообращения,"6,5",0,118
2023,Район 1,Женщины,30-34,Острые респираторные заболевания,"6,5",0,118
2023,Район 1,Женщины,35-39,Болезни сердца,7,0,146
2023,Район 1,Женщины,35-39,Другие болезни органов дыхания,7,0,146
2023,Район 1,Женщины,35-39,Другие болезни системы кровообращения,7,0,146
2023,Район 1,Женщины,35-39,Острые респираторные заболевания,7,0,146
2023,Район 1,Женщины,40-44,Болезни сердца,7,1,128
2023,Район 1,Женщины,40-44,Другие болезни органов дыхания,7,0,128
2023,Район 1,Женщины,40-44,Другие болезни системы кровообращения,7,0,128
2023,Район 1,Женщины,40-44,Острые респираторные заболевания,7,0,128
2023,Район 1,Женщины,45-49,Болезни сердца,7,0,123
2023,Район 1,Женщины,45-49,Другие болезни органов дыхания,7,0,123
2023,Район 1,Женщины,45-49,Другие болезни системы кровообращения,7,0,123
2023,Район 1,Женщины,45-49,Острые респираторные заболевания,7,0,123
2023,Район 1,Женщины,5-9,Болезни сердца,"5,5",0,284
2023,Район 1,Женщины,5-9,Другие болезни органов дыхания,"5,5",0,284
2023,Район 1,Женщины,5-9,Другие болезни системы кровообращения,"5,5",0,284
2023,Район 1,Женщины,5-9,Острые респираторные заболевания,"5,5",0,284
2023,Район 1,Женщины,50-54,Болезни сердца,7,0,133
2023,Район 1,Женщины,50-54,Другие болезни органов дыхания,7,0,133
2023,Район 1,Женщины,50-54,Другие болезни системы кровообращения,7,0,133
2023,Район 1,Женщины,50-54,Острые респираторные заболевания,7,0,133
2023,Район 1,Женщины,55-59,Болезни сердца,"6,5",0,138
2023,Район 1,Женщины,55-59,Другие болезни органов дыхания,"6,5",0,138
2023,Район 1,Женщины,55-59,Другие болезни системы кровообращения,"6,5",0,138
2023,Район 1,Женщины,55-59,Острые респираторные заболевания,"6,5",0,138
2023,Район 1,Женщины,60-64,Болезни сердца,6,0,150
2023,Район 1,Женщины,60-64,Другие болезни органов дыхания,6,0,150
2023,Район 1,Женщины,60-64,Другие болезни системы кровообращения,6,0,150
2023,Район 1,Женщины,60-64,Острые респираторные заболевания,6,0,150
2023,Район 1,Женщины,65-69,Болезни сердца,"5,5",1,115
2023,Район 1,Женщины,65-69,Другие болезни органов дыхания,"5,5",0,115
2023,Район 1,Женщины,65-69,Другие болезни системы кровообращения,"5,5",0,115
2023,Район 1,Женщины,65-69,Острые респираторные заболевания,"5,5",0,115
2023,Район 1,Женщины,70-74,Болезни сердца,5,0,68
2023,Район 1,Женщины,70-74,Другие болезни органов дыхания,5,0,68
2023,Район 1,Женщины,70-74,Другие болезни системы кровообращения,5,0,68
2023,Район 1,Женщины,70-74,Острые респираторные заболевания,5,0,68
2023,Район 1,Женщины,75-79,Болезни сердца,4,0,68
2023,Район 1,Женщины,75-79,Другие болезни органов дыхания,4,0,68
2023,Район 1,Женщины,75-79,Другие болезни системы кровообращения,4,0,68
2023,Район 1,Женщины,75-79,Острые респираторные заболевания,4,0,68
2023,Район 1,Женщины,80-84,Болезни сердца,"2,5",0,30
2023,Район 1,Женщины,80-84,Другие болезни органов дыхания,"2,5",0,30
2023,Район 1,Женщины,80-84,Другие болезни системы кровообращения,"2,5",0,30
2023,Район 1,Женщины,80-84,Острые респираторные заболевания,"2,5",0,30
2023,Район 1,Женщины,85+,Болезни сердца,"2,5",0,9
2023,Район 1,Женщины,85+,Другие болезни органов дыхания,"2,5",0,9
2023,Район 1,Женщины,85+,Другие болезни системы кровообращения,"2,5",0,9
2023,Район 1,Женщины,85+,Острые респираторные заболевания,"2,5",0,9
2023,Район 1,Женщины,до 1,Болезни сердца,1,0,25
2023,Район 1,Женщины,до 1,Другие болезни органов дыхания,1,0,25
2023,Район 1,Женщины,до 1,Другие болезни системы кровообращения,1,0,25
2023,Район 1,Женщины,до 1,Острые респираторные заболевания,1,0,25
2023,Район 1,Мужчины,1-4,Болезни сердца,4,0,109
2023,Район 1,Мужчины,1-4,Другие болезни органов дыхания,4,0,109
2023,Район 1,Мужчины,1-4,Другие болезни системы кровообращения,4,0,109
2023,Район 1,Мужчины,1-4,Острые респираторные заболевания,4,0,109
2023,Район 1,Мужчины,10-14,Болезни сердца,"5,5",0,150
2023,Район 1,Мужчины,10-14,Другие болезни органов дыхания,"5,5",0,150
2023,Район 1,Мужчины,10-14,Другие болезни системы кровообращения,"5,5",0,150
2023,Район 1,Мужчины,10-14,Острые респираторные заболевания,"5,5",0,150
2023,Район 1,Мужчины,15-19,Болезни сердца,"5,5",0,134
2023,Район 1,Мужчины,15-19,Другие болезни органов дыхания,"5,5",0,134
2023,Район 1,Мужчины,15-19,Другие болезни системы кровообращения,"5,5",0,134
2023,Район 1,Мужчины,15-19,Острые респираторные заболевания,"5,5",0,134
2023,Район 1,Мужчины,20-24,Болезни сердца,6,0,121
2023,Район 1,Мужчины,20-24,Другие болезни органов дыхания,6,0,121
2023,Район 1,Мужчины,20-24,Другие болезни системы кровообращения,6,0,121
2023,Район 1,Мужчины,20-24,Острые респираторные заболевания,6,0,121
2023,Район 1,Мужчины,25-29,Болезни сердца,6,0,115
2023,Район 1,Мужчины,25-29,Другие болезни органов дыхания,6,0,115
2023,Район 1,Мужчины,25-29,Другие болезни системы кровообращения,6,0,115
2023,Район 1,Мужчины,25-29,Острые респираторные заболевания,6,0,115
2023,Район 1,Мужчины,30-34,Болезни сердца,"6,5",0,137
2023,Район 1,Мужчины,30-34,Другие болезни органов дыхания,"6,5",0,137
2023,Район 1,Мужчины,30-34,Другие болезни системы кровообращения,"6,5",0,137
2023,Район 1,Мужчины,30-34,Острые респираторные заболевания,"6,5",0,137
2023,Район 1,Мужчины,35-39,Болезни сердца,7,0,135
2023,Район 1,Мужчины,35-39,Другие болезни органов дыхания,7,0,135
2023,Район 1,Мужчины,35-39,Другие болезни системы кровообращения,7,0,135
2023,Район 1,Мужчины,35-39,Острые респираторные заболевания,7,0,135
2023,Район 1,Мужчины,40-44,Болезни сердца,7,2,135
2023,Район 1,Мужчины,40-44,Другие болезни органов дыхания,7,0,135
2023,Район 1,Мужчины,40-44,Другие болезни системы кровообращения,7,0,135
2023,Район 1,Мужчины,40-44,Острые респираторные заболевания,7,0,135
2023,Район 1,Мужчины,45-49,Болезни сердца,7,0,124
2023,Район 1,Мужчины,45-49,Другие болезни органов дыхания,7,0,124
2023,Район 1,Мужчины,45-49,Другие болезни системы кровообращения,7,0,124
2023,Район 1,Мужчины,45-49,Острые респираторные заболевания,7,0,124
2023,Район 1,Мужчины,5-9,Болезни сердца,"5,5",0,272
2023,Район 1,Мужчины,5-9,Другие болезни органов дыхания,"5,5",0,272
2023,Район 1,Мужчины,5-9,Другие болезни системы кровообращения,"5,5",0,272
2023,Район 1,Мужчины,5-9,Острые респираторные заболевания,"5,5",0,272
2023,Район 1,Мужчины,50-54,Болезни сердца,7,1,126
2023,Район 1,Мужчины,50-54,Другие болезни органов дыхания,7,0,126
2023,Район 1,Мужчины,50-54,Другие болезни системы кровообращения,7,0,126
