Год,Муниципалитет,Пол,Возрастная группа,Причина смерти,Стандартный вес группы,Число умерших,Численность населения
2020,Район 1,Женщины,до 1,Другие болезни органов дыхания,1,0,20
2020,Район 1,Женщины,до 1,Другие болезни системы кровообращения,1,0,20
2020,Район 1,Женщины,до 1,Острые респираторные заболевания,1,0,20
2020,Район 1,Мужчины,1-4,Болезни сердца,4,0,88
2020,Район 1,Мужчины,1-4,Другие болезни органов дыхания,4,0,88
2020,Район 1,Мужчины,1-4,Другие болезни системы кровообращения,4,0,88
2020,Район 1,Мужчины,1-4,Острые респираторные заболевания,4,0,88
2020,Район 1,Мужчины,10-14,Болезни сердца,"5,5",0,161
2020,Район 1,Мужчины,10-14,Другие болезни органов дыхания,"5,5",0,161
2020,Район 1,Мужчины,10-14,Другие болезни системы кровообращения,"5,5",0,161
2020,Район 1,Мужчины,10-14,Острые респираторные заболевания,"5,5",0,161
2020,Район 1,Мужчины,15-19,Болезни сердца,"5,5",0,170
2020,Район 1,Мужчины,15-19,Другие болезни органов дыхания,"5,5",0,170
2020,Район 1,Мужчины,15-19,Другие болезни системы кровообращения,"5,5",0,170
2020,Район 1,Мужчины,15-19,Острые респираторные заболевания,"5,5",0,170
2020,Район 1,Мужчины,20-24,Болезни сердца,6,0,130
2020,Район 1,Мужчины,20-24,Другие болезни органов дыхания,6,0,130
2020,Район 1,Мужчины,20-24,Другие болезни системы кровообращения,6,0,130
2020,Район 1,Мужчины,20-24,Острые респираторные заболевания,6,0,130
2020,Район 1,Мужчины,25-29,Болезни сердца,6,0,95
2020,Район 1,Мужчины,25-29,Другие болезни органов дыхания,6,0,95
2020,Район 1,Мужчины,25-29,Другие болезни системы кровообращения,6,0,95
2020,Район 1,Мужчины,25-29,Острые респираторные заболевания,6,0,95
2020,Район 1,Мужчины,30-34,Болезни сердца,"6,5",1,111
2020,Район 1,Мужчины,30-34,Другие болезни органов дыхания,"6,5",0,111
2020,Район 1,Мужчины,30-34,Другие болезни системы кровообращения,"6,5",0,111
2020,Район 1,Мужчины,30-34,Острые респираторные заболевания,"6,5",0,111
2020,Район 1,Мужчины,35-39,Болезни сердца,7,0,125
2020,Район 1,Мужчины,35-39,Другие болезни органов дыхания,7,0,125
2020,Район 1,Мужчины,35-39,Другие болезни системы кровообращения,7,0,125
2020,Район 1,Мужчины,35-39,Острые респираторные заболевания,7,0,125
2020,Район 1,Мужчины,40-44,Болезни сердца,7,0,108
2020,Район 1,Мужчины,40-44,Другие болезни органов дыхания,7,0,108
2020,Район 1,Мужчины,40-44,Другие болезни системы кровообращения,7,0,108
2020,Район 1,Мужчины,40-44,Острые респираторные заболевания,7,0,108
2020,Район 1,Мужчины,45-49,Болезни сердца,7,0,144
2020,Район 1,Мужчины,45-49,Другие болезни органов дыхания,7,0,144
2020,Район 1,Мужчины,45-49,Другие болезни системы кровообращения,7,0,144
2020,Район 1,Мужчины,45-49,Острые респираторные заболевания,7,0,144
2020,Район 1,Мужчины,5-9,Болезни сердца,"5,5",0,296
2020,Район 1,Мужчины,5-9,Другие болезни органов дыхания,"5,5",0,296
2020,Район 1,Мужчины,5-9,Другие болезни системы кровообращения,"5,5",0,296
2020,Район 1,Мужчины,5-9,Острые респираторные заболевания,"5,5",0,296
2020,Район 1,Мужчины,50-54,Болезни сердца,7,1,152
2020,Район 1,Мужчины,50-54,Другие болезни органов дыхания,7,0,152
2020,Район 1,Мужчины,50-54,Другие болезни системы кровообращения,7,0,152
2020,Район 1,Мужчины,50-54,Острые респираторные заболевания,7,0,152
2020,Район 1,Мужчины,55-59,Болезни сердца,"6,5",4,150
2020,Район 1,Мужчины,55-59,Другие болезни органов дыхания,"6,5",0,150
2020,Район 1,Мужчины,55-59,Другие болезни системы кровообращения,"6,5",0,150
2020,Район 1,Мужчины,55-59,Острые респираторные заболевания,"6,5",0,150
2020,Район 1,Мужчины,60-64,Болезни сердца,6,0,145
2020,Район 1,Мужчины,60-64,Другие болезни органов дыхания,6,0,145
2020,Район 1,Мужчины,60-64,Другие болезни системы кровообращения,6,0,145
2020,Район 1,Мужчины,60-64,Острые респираторные заболевания,6,0,145
2020,Район 1,Мужчины,65-69,Болезни сердца,"5,5",0,89
2020,Район 1,Мужчины,65-69,Другие болезни органов дыхания,"5,5",0,89
2020,Район 1,Мужчины,65-69,Другие болезни системы кровообращения,"5,5",0,89
2020,Район 1,Мужчины,65-69,Острые респираторные заболевания,"5,5",0,89
2020,Район 1,Мужчины,70-74,Болезни сердца,5,0,80
2020,Район 1,Мужчины,70-74,Другие болезни органов дыхания,5,0,80
2020,Район 1,Мужчины,70-74,Другие болезни системы кровообращения,5,0,80
2020,Район 1,Мужчины,70-74,Острые респираторные заболевания,5,0,80
2020,Район 1,Мужчины,75-79,Болезни сердца,4,1,80
2020,Район 1,Мужчины,75-79,Другие болезни органов дыхания,4,0,80
2020,Район 1,Мужчины,75-79,Другие болезни системы кровообращения,4,0,80
2020,Район 1,Мужчины,75-79,Острые респираторные заболевания,4,0,80
2020,Район 1,Мужчины,80-84,Болезни сердца,"2,5",0,46
2020,Район 1,Мужчины,80-84,Другие болезни органов дыхания,"2,5",0,46
2020,Район 1,Мужчины,80-84,Другие болезни системы кровообращения,"2,5",0,46
2020,Район 1,Мужчины,80-84,Острые респираторные заболевания,"2,5",0,46
2020,Район 1,Мужчины,85+,Болезни сердца,"2,5",3,21
2020,Район 1,Мужчины,85+,Другие болезни органов дыхания,"2,5",0,21
2020,Район 1,Мужчины,85+,Другие болезни системы кровообращения,"2,5",0,21
2020,Район 1,Мужчины,85+,Острые респираторные заболевания,"2,5",0,21
2020,Район 1,Мужчины,до 1,Болезни сердца,1,0,23
2020,Район 1,Мужчины,до 1,Другие болезни органов дыхания,1,0,23
2020,Район 1,Мужчины,до 1,Другие болезни системы кровообращения,1,0,23
2020,Район 1,Мужчины,до 1,Острые респираторные заболевания,1,0,23
2020,Район 2,Женщины,1-4,Болезни сердца,4,0,106
2020,Район 2,Женщины,1-4,Другие болезни органов дыхания,4,0,106
2020,Район 2,Женщины,1-4,Другие болезни системы кровообращения,4,0,106
2020,Район 2,Женщины,1-4,Острые респираторные заболевания,4,0,106
2020,Район 2,Женщины,10-14,Болезни сердца,"5,5",0,119
2020,Район 2,Женщины,10-14,Другие болезни органов дыхания,"5,5",0,119
2020,Район 2,Женщины,10-14,Другие болезни системы кровообращения,"5,5",0,119
2020,Район 2,Женщины,10-14,Острые респираторные заболевания,"5,5",0,119
2020,Район 2,Женщины,15-19,Болезни сердца,"5,5",0,79
2020,Район 2,Женщины,15-19,Другие болезни органов дыхания,"5,5",0,79
2020,Район 2,Женщины,15-19,Другие болезни системы кровообращения,"5,5",0,79
2020,Район 2,Женщины,15-19,Острые респираторные заболевания,"5,5",0,79
2020,Район 2,Женщины,20-24,Болезни сердца,6,0,80
2020,Район 2,Женщины,20-24,Другие болезни органов дыхания,6,0,80
2020,Район 2,Женщины,20-24,Другие болезни системы кровообращения,6,0,80
2020,Район 2,Женщины,20-24,Острые респираторные заболевания,6,0,80
2020,Район 2,Женщины,25-29,Болезни сердца,6,0,88
2020,Район 2,Женщины,25-29,Другие болезни органов дыхания,6,0,88
2020,Район 2,Женщины,25-29,Другие болезни системы кровообращения,6,0,88
2020,Район 2,Женщины,25-29,Острые респираторные заболевания,6,0,88
2020,Район 2,Женщины,30-34,Болезни сердца,"6,5",0,92
2020,Район 2,Женщины,30-34,Другие болезни органов дыхания,"6,5",0,92
2020,Район 2,Женщины,30-34,Другие болезни системы кровообращения,"6,5",0,92
2020,Район 2,Женщины,30-34,Острые респираторные заболевания,"6,5",0,92
2020,Район 2,Женщины,35-39,Болезни сердца,7,0,113
2020,Район 2,Женщины,35-39,Другие болезни органов дыхания,7,0,113
2020,Район 2,Женщины,35-39,Другие болезни системы кровообращения,7,0,113
2020,Район 2,Женщины,35-39,Острые респираторные заболевания,7,0,113
2020,Район 2,Женщины,40-44,Болезни сердца,7,0,98
2020,Район 2,Женщины,40-44,Другие болезни органов дыхания,7,0,98
2020,Район 2,Женщины,40-44,Другие болезни системы кровообращения,7,0,98
2020,Район 2,Женщины,40-44,Острые респираторные заболевания,7,0,98
2020,Район 2,Женщины,45-49,Болезни сердца,7,0,82
2020,Район 2,Женщины,45-49,Другие болезни органов дыхания,7,0,82
2020,Район 2,Женщины,45-49,Другие болезни системы кровообращения,7,0,82
2020,Район 2,Женщины,45-49,Острые респираторные заболевания,7,0,82
2020,Район 2,Женщины,5-9,Болезни сердца,"5,5",0,220
2020,Район 2,Женщины,5-9,Другие болезни органов дыхания,"5,5",0,220
2020,Район 2,Женщины,5-9,Другие болезни системы кровообращения,"5,5",0,220
2020,Район 2,Женщины,5-9,Острые респираторные заболевания,"5,5",0,220
2020,Район 2,Женщины,50-54,Болезни сердца,7,0,82
2020,Район 2,Женщины,50-54,Другие болезни органов дыхания,7,0,82
2020,Район 2,Женщины,50-54,Другие болезни системы кровообращения,7,0,82
2020,Район 2,Женщины,50-54,Острые респираторные заболевания,7,0,82
2020,Район 2,Женщины,55-59,Болезни сердца,"6,5",0,77
2020,Район 2,Женщины,55-59,Другие болезни органов дыхания,"6,5",0,77
2020,Район 2,Женщины,55-59,Другие болезни системы кровообращения,"6,5",0,77
2020,Район 2,Женщины,55-59,Острые респираторные заболевания,"6,5",0,77
2020,Район 2,Женщины,60-64,Болезни сердца,6,1,70
2020,Район 2,Женщины,60-64,Другие болезни органов дыхания,6,0,70
2020,Район 2,Женщины,60-64,Другие болезни системы кровообращения,6,0,70
2020,Район 2,Женщины,60-64,Острые респираторные заболевания,6,0,70
2020,Район 2,Женщины,65-69,Болезни сердца,"5,5",0,59
2020,Район 2,Женщины,65-69,Другие болезни органов дыхания,"5,5",0,59
2020,Район 2,Женщины,65-69,Другие болезни системы кровообращения,"5,5",0,59
2020,Район 2,Женщины,65-69,Острые респираторные заболевания,"5,5",1,59
2020,Район 2,Женщины,70-74,Болезни сердца,5,1,22
2020,Район 2,Женщины,70-74,Другие болезни органов дыхания,5,0,22
2020,Район 2,Женщины,70-74,Другие болезни системы кровообращения,5,0,22
2020,Район 2,Женщины,70-74,Острые респираторные заболевания,5,1,22
2020,Район 2,Женщины,75-79,Болезни сердца,4,0,22
2020,Район 2,Женщины,75-79,Другие болезни органов дыхания,4,0,22
2020,Район 2,Женщины,75-79,Другие болезни системы кровообращения,4,0,22
2020,Район 2,Женщины,75-79,Острые респираторные заболевания,4,0,22
2020,Район 2,Женщины,80-84,Болезни сердца,"2,5",2,6
2020,Район 2,Женщины,80-84,Другие болезни органов дыхания,"2,5",0,6
2020,Район 2,Женщины,80-84,Другие болезни системы кровообращения,"2,5",0,6
2020,Район 2,Женщины,80-84,Острые респираторные заболевания,"2,5",0,6
2020,Район 2,Женщины,85+,Болезни сердца,"2,5",1,12
2020,Район 2,Женщины,85+,Другие болезни органов дыхания,"2,5",0,12
2020,Район 2,Женщины,85+,Другие болезни системы кровообращения,"2,5",1,12
2020,Район 2,Женщины,85+,Острые респираторные заболевания,"2,5",0,12
2020,Район 2,Женщины,до 1,Болезни сердца,1,0,21
2020,Район 2,Женщины,до 1,Другие болезни органов дыхания,1,0,21
2020,Район 2,Женщины,до 1,Другие болезни системы кровообращения,1,0,21
2020,Район 2,Женщины,до 1,Острые респираторные заболевания,1,0,21
2020,Район 2,Мужчины,1-4,Болезни сердца,4,0,76
2020,Район 2,Мужчины,1-4,Другие болезни органов дыхания,4,0,76
2020,Район 2,Мужчины,1-4,Другие болезни системы кровообращения,4,0,76
2020,Район 2,Мужчины,1-4,Острые респираторные заболевания,4,0,76
2020,Район 2,Мужчины,10-14,Болезни сердца,"5,5",0,119
2020,Район 2,Мужчины,10-14,Другие болезни органов дыхания,"5,5",0,119
2020,Район 2,Мужчины,10-14,Другие болезни системы кровообращения,"5,5",0,119
2020,Район 2,Мужчины,10-14,Острые респираторные заболевания,"5,5",0,119
2020,Район 2,Мужчины,15-19,Болезни сердца,"5,5",0,97
2020,Район 2,Мужчины,15-19,Другие болезни органов дыхания,"5,5",0,97
2020,Район 2,Мужчины,15-19,Другие болезни системы кровообращения,"5,5",0,97
2020,Район 2,Мужчины,15-19,Острые респираторные заболевания,"5,5",0,97
2020,Район 2,Мужчины,20-24,Болезни сердца,6,0,101
2020,Район 2,Мужчины,20-24,Другие болезни органов дыхания,6,0,101
2020,Район 2,Мужчины,20-24,Другие болезни системы кровообращения,6,0,101
2020,Район 2,Мужчины,20-24,Острые респираторные заболевания,6,0,101
2020,Район 2,Мужчины,25-29,Болезни сердца,6,0,53
2020,Район 2,Мужчины,25-29,Другие болезни органов дыхания,6,0,53
2020,Район 2,Мужчины,25-29,Другие болезни системы кровообращения,6,0,53
2020,Район 2,Мужчины,25-29,Острые респираторные заболевания,6,0,53
2020,Район 2,Мужчины,30-34,Болезни сердца,"6,5",0,80
2020,Район 2,Мужчины,30-34,Другие болезни органов дыхания,"6,5",0,80
2020,Район 2,Мужчины,30-34,Другие болезни системы кровообращения,"6,5",0,80
2020,Район 2,Мужчины,30-34,Острые респираторные заболевания,"6,5",0,80
2020,Район 2,Мужчины,35-39,Болезни сердца,7,0,112
2020,Район 2,Мужчины,35-39,Другие болезни органов дыхания,7,0,112
2020,Район 2,Мужчины,35-39,Другие болезни системы кровообращения,7,0,112
2020,Район 2,Мужчины,35-39,Острые респираторные заболевания,7,0,112
2020,Район 2,Мужчины,40-44,Болезни сердца,7,0,79
2020,Район 2,Мужчины,40-44,Другие болезни органов дыхания,7,0,79
2020,Район 2,Мужчины,40-44,Другие болезни системы кровообращения,7,0,79
2020,Район 2,Мужчины,40-44,Острые респираторные заболевания,7,0,79
2020,Район 2,Мужчины,45-49,Болезни сердца,7,0,96
2020,Район 2,Мужчины,45-49,Другие болезни органов дыхания,7,0,96
2020,Район 2,Мужчины,45-49,Другие болезни системы кровообращения,7,0,96
2020,Район 2,Мужчины,45-49,Острые респираторные заболевания,7,0,96
2020,Район 2,Мужчины,5-9,Болезни сердца,"5,5",0,200
2020,Район 2,Мужчины,5-9,Другие болезни органов дыхания,"5,5",0,200
2020,Район 2,Мужчины,5-9,Другие болезни системы кровообращения,"5,5",0,200
2020,Район 2,Мужчины,5-9,Острые респираторные заболевания,"5,5",0,200
2020,Район 2,Мужчины,50-54,Болезни сердца,7,0,84
2020,Район 2,Мужчины,50-54,Другие болезни органов дыхания,7,0,84
2020,Район 2,Мужчины,50-54,Другие болезни системы кровообращения,7,0,84
2020,Район 2,Мужчины,50-54,Острые респираторные заболевания,7,0,84
2020,Район 2,Мужчины,55-59,Болезни сердца,"6,5",2,82
2020,Район 2,Мужчины,55-59,Другие болезни органов дыхания,"6,5",1,82
2020,Район 2,Мужчины,55-59,Другие болезни системы кровообращения,"6,5",0,82
2020,Район 2,Мужчины,55-59,Острые респираторные заболевания,"6,5",0,82
2020,Район 2,Мужчины,60-64,Болезни сердца,6,0,86
2020,Район 2,Мужчины,60-64,Другие болезни органов дыхания,6,0,86
2020,Район 2,Мужчины,60-64,Другие болезни системы кровообращения,6,0,86
2020,Район 2,Мужчины,60-64,Острые респираторные заболевания,6,0,86
2020,Район 2,Мужчины,65-69,Болезни сердца,"5,5",0,70
2020,Район 2,Мужчины,65-69,Другие болезни органов дыхания,"5,5",0,70
2020,Район 2,Мужчины,65-69,Другие болезни системы кровообращения,"5,5",0,70
2020,Район 2,Мужчины,65-69,Острые респираторные заболевания,"5,5",0,70
2020,Район 2,Мужчины,70-74,Болезни сердца,5,0,48
2020,Район 2,Мужчины,70-74,Другие болезни органов дыхания,5,0,48
2020,Район 2,Мужчины,70-74,Другие болезни системы кровообращения,5,0,48
2020,Район 2,Мужчины,70-74,Острые респираторные заболевания,5,0,48
2020,Район 2,Мужчины,75-79,Болезни сердца,4,0,48
2020,Район 2,Мужчины,75-79,Другие болезни органов дыхания,4,0,48
2020,Район 2,Мужчины,75-79,Другие болезни системы кровообращения,4,0,48
2020,Район 2,Мужчины,75-79,Острые респираторные заболевания,4,0,48
2020,Район 2,Мужчины,80-84,Болезни сердца,"2,5",1,12
2020,Район 2,Мужчины,80-84,Другие болезни органов дыхания,"2,5",0,12
2020,Район 2,Мужчины,80-84,Другие болезни системы кровообращения,"2,5",0,12
2020,Район 2,Мужчины,80-84,Острые респираторные заболевания,"2,5",0,12
2020,Район 2,Мужчины,85+,Болезни сердца,"2,5",1,16
2020,Район 2,Мужчины,85+,Другие болезни органов дыхания,"2,5",0,16
2020,Район 2,Мужчины,85+,Другие болезни системы кровообращения,"2,5",0,16
2020,Район 2,Мужчины,85+,Острые респираторные заболевания,"2,5",0,16
2020,Район 2,Мужчины,до 1,Болезни сердца,1,0,18
2020,Район 2,Мужчины,до 1,Другие болезни органов дыхания,1,0,18
2020,Район 2,Мужчины,до 1,Другие болезни системы кровообращения,1,0,18
2020,Район 2,Мужчины,до 1,Острые респираторные заболевания,1,0,18
2020,Район 3,Женщины,1-4,Болезни сердца,4,1,849
2020,Район 3,Женщины,1-4,Другие болезни органов дыхания,4,0,849
2020,Район 3,Женщины,1-4,Другие болезни системы кровообращения,4,0,849
2020,Район 3,Женщины,1-4,Острые респираторные заболевания,4,0,849
2020,Район 3,Женщины,10-14,Болезни сердца,"5,5",0,962
2020,Район 3,Женщины,10-14,Другие болезни органов дыхания,"5,5",0,962
2020,Район 3,Женщины,10-14,Другие болезни системы кровообращения,"5,5",0,962
2020,Район 3,Женщины,10-14,Острые респираторные заболевания,"5,5",0,962
2020,Район 3,Женщины,15-19,Болезни сердца,"5,5",0,751
2020,Район 3,Женщины,15-19,Другие болезни органов дыхания,"5,5",0,751
2020,Район 3,Женщины,15-19,Другие болезни системы кровообращения,"5,5",0,751
2020,Район 3,Женщины,15-19,Острые респираторные заболевания,"5,5",0,751
2020,Район 3,Женщины,20-24,Болезни сердца,6,0,571
2020,Район 3,Женщины,20-24,Другие болезни органов дыхания,6,0,571
2020,Район 3,Женщины,20-24,Другие болезни системы кровообращения,6,0,571
2020,Район 3,Женщины,20-24,Острые респираторные заболевания,6,0,571
2020,Район 3,Женщины,25-29,Болезни сердца,6,0,755
2020,Район 3,Женщины,25-29,Другие болезни органов дыхания,6,0,755
2020,Район 3,Женщины,25-29,Другие болезни системы кровообращения,6,0,755
2020,Район 3,Женщины,25-29,Острые респираторные заболевания,6,0,755
2020,Район 3,Женщины,30-34,Болезни сердца,"6,5",0,1173
2020,Район 3,Женщины,30-34,Другие болезни органов дыхания,"6,5",0,1173
2020,Район 3,Женщины,30-34,Другие болезни системы кровообращения,"6,5",0,1173
2020,Район 3,Женщины,30-34,Острые респираторные заболевания,"6,5",0,1173
2020,Район 3,Женщины,35-39,Болезни сердца,7,0,1186
2020,Район 3,Женщины,35-39,Другие болезни органов дыхания,7,0,1186
2020,Район 3,Женщины,35-39,Другие болезни системы кровообращения,7,0,1186
2020,Район 3,Женщины,35-39,Острые респираторные заболевания,7,0,1186
2020,Район 3,Женщины,40-44,Болезни сердца,7,0,1102
2020,Район 3,Женщины,40-44,Другие болезни органов дыхания,7,0,1102
2020,Район 3,Женщины,40-44,Другие болезни системы кровообращения,7,0,1102
2020,Район 3,Женщины,40-44,Острые респираторные заболевания,7,0,1102
2020,Район 3,Женщины,45-49,Болезни сердца,7,0,823
2020,Район 3,Женщины,45-49,Другие болезни органов дыхания,7,0,823
2020,Район 3,Женщины,45-49,Другие болезни системы кровообращения,7,0,823
2020,Район 3,Женщины,45-49,Острые респираторные заболевания,7,0,823
2020,Район 3,Женщины,5-9,Болезни сердца,"5,5",0,1878
2020,Район 3,Женщины,5-9,Другие болезни органов дыхания,"5,5",0,1878
2020,Район 3,Женщины,5-9,Другие болезни системы кровообращения,"5,5",0,1878
2020,Район 3,Женщины,5-9,Острые респираторные заболевания,"5,5",0,1878
2020,Район 3,Женщины,50-54,Болезни сердца,7,1,701
2020,Район 3,Женщины,50-54,Другие болезни органов дыхания,7,0,701
2020,Район 3,Женщины,50-54,Другие болезни системы кровообращения,7,0,701
2020,Район 3,Женщины,50-54,Острые респираторные заболевания,7,0,701
2020,Район 3,Женщины,55-59,Болезни сердца,"6,5",1,862
2020,Район 3,Женщины,55-59,Другие болезни органов дыхания,"6,5",0,862
2020,Район 3,Женщины,55-59,Другие болезни системы кровообращения,"6,5",0,862
2020,Район 3,Женщины,55-59,Острые респираторные заболевания,"6,5",0,862
2020,Район 3,Женщины,60-64,Болезни сердца,6,0,862
2020,Район 3,Женщины,60-64,Другие болезни органов дыхания,6,0,862
2020,Район 3,Женщины,60-64,Другие болезни системы кровообращения,6,0,862
2020,Район 3,Женщины,60-64,Острые респираторные заболевания,6,0,862
2020,Район 3,Женщины,65-69,Болезни сердца,"5,5",1,596
2020,Район 3,Женщины,65-69,Другие болезни органов дыхания,"5,5",0,596
2020,Район 3,Женщины,65-69,Другие болезни системы кровообращения,"5,5",0,596
2020,Район 3,Женщины,65-69,Острые респираторные заболевания,"5,5",0,596
2020,Район 3,Женщины,70-74,Болезни сердца,5,1,345
2020,Район 3,Женщины,70-74,Другие болезни органов дыхания,5,1,345
2020,Район 3,Женщины,70-74,Другие болезни системы кровообращения,5,0,345
2020,Район 3,Женщины,70-74,Острые респираторные заболевания,5,0,345
2020,Район 3,Женщины,75-79,Болезни сердца,4,1,218
2020,Район 3,Женщины,75-79,Другие болезни органов дыхания,4,2,218
2020,Район 3,Женщины,75-79,Другие болезни системы кровообращения,4,0,218
2020,Район 3,Женщины,75-79,Острые респираторные заболевания,4,0,218
2020,Район 3,Женщины,80-84,Болезни сердца,"2,5",6,260
2020,Район 3,Женщины,80-84,Другие болезни органов дыхания,"2,5",0,260
2020,Район 3,Женщины,80-84,Другие болезни системы кровообращения,"2,5",2,260
2020,Район 3,Женщины,80-84,Острые респираторные заболевания,"2,5",0,260
2020,Район 3,Женщины,85+,Болезни сердца,"2,5",12,130
2020,Район 3,Женщины,85+,Другие болезни органов дыхания,"2,5",0,130
2020,Район 3,Женщины,85+,Другие болезни системы кровообращения,"2,5",4,130
2020,Район 3,Женщины,85+,Острые респираторные заболевания,"2,5",0,130
2020,Район 3,Женщины,до 1,Болезни сердца,1,0,152
2020,Район 3,Женщины,до 1,Другие болезни органов дыхания,1,0,152
2020,Район 3,Женщины,до 1,Другие болезни системы кровообращения,1,0,152
2020,Район 3,Женщины,до 1,Острые респираторные заболевания,1,0,152
2020,Район 3,Мужчины,1-4,Болезни сердца,4,0,866
2020,Район 3,Мужчины,1-4,Другие болезни органов дыхания,4,0,866
2020,Район 3,Мужчины,1-4,Другие болезни системы кровообращения,4,0,866
2020,Район 3,Мужчины,1-4,Острые респираторные заболевания,4,0,866
2020,Район 3,Мужчины,10-14,Болезни сердца,"5,5",0,923
2020,Район 3,Мужчины,10-14,Другие болезни органов дыхания,"5,5",0,923
2020,Район 3,Мужчины,10-14,Другие болезни системы кровообращения,"5,5",0,923
2020,Район 3,Мужчины,10-14,Острые респираторные заболевания,"5,5",0,923
2020,Район 3,Мужчины,15-19,Болезни сердца,"5,5",0,801
2020,Район 3,Мужчины,15-19,Другие болезни органов дыхания,"5,5",0,801
2020,Район 3,Мужчины,15-19,Другие болезни системы кровообращения,"5,5",0,801
2020,Район 3,Мужчины,15-19,Острые респираторные заболевания,"5,5",0,801
2020,Район 3,Мужчины,20-24,Болезни сердца,6,0,682
2020,Район 3,Мужчины,20-24,Другие болезни органов дыхания,6,0,682
2020,Район 3,Мужчины,20-24,Другие болезни системы кровообращения,6,0,682
2020,Район 3,Мужчины,20-24,Острые респираторные заболевания,6,0,682
2020,Район 3,Мужчины,25-29,Болезни сердца,6,0,689
2020,Район 3,Мужчины,25-29,Другие болезни органов дыхания,6,1,689
2020,Район 3,Мужчины,25-29,Другие болезни системы кровообращения,6,0,689
2020,Район 3,Мужчины,25-29,Острые респираторные заболевания,6,0,689
2020,Район 3,Мужчины,30-34,Болезни сердца,"6,5",0,1097
2020,Район 3,Мужчины,30-34,Другие болезни органов дыхания,"6,5",0,1097
2020,Район 3,Мужчины,30-34,Другие болезни системы кровообращения,"6,5",0,1097
2020,Район 3,Мужчины,30-34,Острые респираторные заболевания,"6,5",0,1097
2020,Район 3,Мужчины,35-39,Болезни сердца,7,1,1260
2020,Район 3,Мужчины,35-39,Другие болезни органов дыхания,7,0,1260
2020,Район 3,Мужчины,35-39,Другие болезни системы кровообращения,7,0,1260
2020,Район 3,Мужчины,35-39,Острые респираторные заболевания,7,0,1260
2020,Район 3,Мужчины,40-44,Болезни сердца,7,0,1023
2020,Район 3,Мужчины,40-44,Другие болезни органов дыхания,7,0,1023
2020,Район 3,Мужчины,40-44,Другие болезни системы кровообращения,7,0,1023
2020,Район 3,Мужчины,40-44,Острые респираторные заболевания,7,1,1023
2020,Район 3,Мужчины,45-49,Болезни сердца,7,3,784
2020,Район 3,Мужчины,45-49,Другие болезни органов дыхания,7,0,784
2020,Район 3,Мужчины,45-49,Другие болезни системы кровообращения,7,0,784
2020,Район 3,Мужчины,45-49,Острые респираторные заболевания,7,0,784
2020,Район 3,Мужчины,5-9,Болезни сердца,"5,5",0,1988
2020,Район 3,Мужчины,5-9,Другие болезни органов дыхания,"5,5",0,1988
2020,Район 3,Мужчины,5-9,Другие болезни системы кровообращения,"5,5",0,1988
2020,Район 3,Мужчины,5-9,Острые респираторные заболевания,"5,5",0,1988
2020,Район 3,Мужчины,50-54,Болезни сердца,7,0,590
2020,Район 3,Мужчины,50-54,Другие болезни органов дыхания,7,0,590
2020,Район 3,Мужчины,50-54,Другие болезни системы кровообращения,7,0,590
2020,Район 3,Мужчины,50-54,Острые респираторные заболевания,7,1,590
2020,Район 3,Мужчины,55-59,Болезни сердца,"6,5",3,679
2020,Район 3,Мужчины,55-59,Другие болезни органов дыхания,"6,5",1,679
2020,Район 3,Мужчины,55-59,Другие болезни системы кровообращения,"6,5",0,679
2020,Район 3,Мужчины,55-59,Острые респираторные заболевания,"6,5",0,679
2020,Район 3,Мужчины,60-64,Болезни сердца,6,7,597
2020,Район 3,Мужчины,60-64,Другие болезни органов дыхания,6,0,597
2020,Район 3,Мужчины,60-64,Другие болезни системы кровообращения,6,0,597
2020,Район 3,Мужчины,60-64,Острые респираторные заболевания,6,1,597
2020,Район 3,Мужчины,65-69,Болезни сердца,"5,5",9,407
2020,Район 3,Мужчины,65-69,Другие болезни органов дыхания,"5,5",2,407
2020,Район 3,Мужчины,65-69,Другие болезни системы кровообращения,"5,5",0,407
2020,Район 3,Мужчины,65-69,Острые респираторные заболевания,"5,5",1,407
2020,Район 3,Мужчины,70-74,Болезни сердца,5,1,204
2020,Район 3,Мужчины,70-74,Другие болезни органов дыхания,5,0,204
2020,Район 3,Мужчины,70-74,Другие болезни системы кровообращения,5,1,204
2020,Район 3,Мужчины,70-74,Острые респираторные заболевания,5,0,204
2020,Район 3,Мужчины,75-79,Болезни сердца,4,3,68
2020,Район 3,Мужчины,75-79,Другие болезни органов дыхания,4,0,68
2020,Район 3,Мужчины,75-79,Другие болезни системы кровообращения,4,1,68
2020,Район 3,Мужчины,75-79,Острые респираторные заболевания,4,0,68
2020,Район 3,Мужчины,80-84,Болезни сердца,"2,5",1,57
2020,Район 3,Мужчины,80-84,Другие болезни органов дыхания,"2,5",1,57
2020,Район 3,Мужчины,80-84,Другие болезни системы кровообращения,"2,5",0,57
2020,Район 3,Мужчины,80-84,Острые респираторные заболевания,"2,5",1,57
2020,Район 3,Мужчины,85+,Болезни сердца,"2,5",4,20
2020,Район 3,Мужчины,85+,Другие болезни органов дыхания,"2,5",0,20
2020,Район 3,Мужчины,85+,Другие болезни системы кровообращения,"2,5",0,20
2020,Район 3,Мужчины,85+,Острые респираторные заболевания,"2,5",0,20
2020,Район 3,Мужчины,до 1,Болезни сердца,1,0,173
